"","p","n","n_resamples","prop_resample","runs","k","res"
"197",2,100,100,0.2,100,3,0.17166610321254
"198",2,100,100,0.2,100,3,0.185643717206116
"199",2,100,100,0.2,100,3,0.180198602192028
"200",2,100,100,0.2,100,3,0.185636942504097
"201",2,100,100,0.2,100,4,0.149612502134776
"202",2,100,100,0.2,100,4,0.139177991614987
"203",2,100,100,0.2,100,4,0.147949242899089
"204",2,100,100,0.2,100,4,0.141979703575672
"205",2,100,100,0.2,100,4,0.146892668089712
"206",2,100,100,0.2,100,4,0.137531463447643
"207",2,100,100,0.2,100,4,0.148121894676621
"208",2,100,100,0.2,100,4,0.139739597813278
"209",2,100,100,0.2,100,4,0.137247716170587
"210",2,100,100,0.2,100,4,0.147236938668948
"211",2,100,100,0.2,100,4,0.167612408984576
"212",2,100,100,0.2,100,4,0.151425727511944
"213",2,100,100,0.2,100,4,0.148522968535932
"214",2,100,100,0.2,100,4,0.161916339322917
"215",2,100,100,0.2,100,4,0.142148005700604
"216",2,100,100,0.2,100,4,0.147252412911851
"217",2,100,100,0.2,100,4,0.142194376930098
"218",2,100,100,0.2,100,4,0.143203165638202
"219",2,100,100,0.2,100,4,0.151387383422637
"220",2,100,100,0.2,100,4,0.154006176901536
"221",2,100,100,0.2,100,4,0.146151716496688
"222",2,100,100,0.2,100,4,0.142930346392469
"223",2,100,100,0.2,100,4,0.154368610481311
"224",2,100,100,0.2,100,4,0.151750058774186
"225",2,100,100,0.2,100,4,0.14506509362364
"226",2,100,100,0.2,100,4,0.131996184905104
"227",2,100,100,0.2,100,4,0.136352021264913
"228",2,100,100,0.2,100,4,0.135617227971249
"229",2,100,100,0.2,100,4,0.136472314607565
"230",2,100,100,0.2,100,4,0.143629066138246
"231",2,100,100,0.2,100,4,0.14470569998837
"232",2,100,100,0.2,100,4,0.160180107615146
"233",2,100,100,0.2,100,4,0.133909355871282
"234",2,100,100,0.2,100,4,0.158210706977016
"235",2,100,100,0.2,100,4,0.142972338329215
"236",2,100,100,0.2,100,4,0.162994764512028
"237",2,100,100,0.2,100,4,0.149958072962069
"238",2,100,100,0.2,100,4,0.145749978243719
"239",2,100,100,0.2,100,4,0.145275403637569
"240",2,100,100,0.2,100,4,0.147758686613525
"241",2,100,100,0.2,100,4,0.126552134763048
"242",2,100,100,0.2,100,4,0.142309253572172
"243",2,100,100,0.2,100,4,0.147308338098384
"244",2,100,100,0.2,100,4,0.158108642231686
"245",2,100,100,0.2,100,4,0.158804384606481
"246",2,100,100,0.2,100,4,0.13949823057362
"247",2,100,100,0.2,100,4,0.154123830251584
"248",2,100,100,0.2,100,4,0.149719519524902
"249",2,100,100,0.2,100,4,0.15047521245788
"250",2,100,100,0.2,100,4,0.149723295164158
"251",2,100,100,0.2,100,4,0.144677064771757
